,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,id_date,date,maximum temperature,minimum temperature,average temperature,precipitation,snow fall,snow depth,precipitation_n,snow fall_n,snow depth_n,hour,daily_trip_count,distance_km,coordinates_pickupp,coordinates_dropofff,index_right,NATName_p,BoroName_p,NATName_d,BoroName_d
252,id1388849,2,2016-05-08 11:28:06,2016-05-08 11:53:05,1,-73.99340057373048,40.749710083007805,-73.99815368652342,40.72013854980469,N,1499,2016-05-08,2016-05-08,83,69,76.0,0,0,0,0.0,0.0,0.0,11,319,3.31250256759708,POINT (-73.99340057373048 40.749710083007805),POINT (-73.99815368652342 40.72013854980469),129,Midtown South-Flatiron-Union Square,Manhattan,SoHo-Little Italy-Hudson Square,Manhattan
253,id1000147,2,2016-06-10 15:55:33,2016-06-10 15:59:22,1,-73.99736022949219,40.74676132202149,-73.99447631835938,40.747520446777344,N,229,2016-06-10,2016-06-10,73,55,64.0,0,0,0,0.0,0.0,0.0,15,337,0.2571901352953359,POINT (-73.99736022949219 40.74676132202149),POINT (-73.99447631835938 40.747520446777344),127,Chelsea-Hudson Yards,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
254,id3033963,2,2016-01-12 00:29:11,2016-01-12 00:44:44,1,-73.93795013427734,40.812549591064446,-73.9960708618164,40.76395034790039,N,933,2016-01-12,2016-01-12,54,42,48.0,0.07,0,0,0.07,0.0,0.0,0,330,7.29011136792588,POINT (-73.93795013427734 40.812549591064446),POINT (-73.9960708618164 40.76395034790039),146,Harlem (North),Manhattan,Hell's Kitchen,Manhattan
255,id3164647,1,2016-03-09 10:40:15,2016-03-09 10:48:12,2,-73.99166870117188,40.7496337890625,-73.97727203369139,40.75069046020508,N,477,2016-03-09,2016-03-09,75,66,70.5,0,0,0,0.0,0.0,0.0,10,304,1.2184131930151678,POINT (-73.99166870117188 40.7496337890625),POINT (-73.97727203369139 40.75069046020508),129,Midtown South-Flatiron-Union Square,Manhattan,Murray Hill-Kips Bay,Manhattan
256,id1904594,1,2016-02-04 12:25:00,2016-02-04 12:35:19,4,-73.99105834960938,40.75553131103516,-73.98719787597656,40.759254455566406,N,619,2016-02-04,2016-02-04,61,49,55.0,0.16,0.0,0,0.16,0.0,0.0,12,348,0.5264225776855949,POINT (-73.99105834960938 40.75553131103516),POINT (-73.98719787597656 40.759254455566406),128,Hell's Kitchen,Manhattan,Midtown-Times Square,Manhattan
257,id1054281,2,2016-01-10 13:42:59,2016-01-10 13:53:52,1,-73.99123382568358,40.75000762939453,-73.98770141601561,40.76012420654297,N,653,2016-01-10,2016-01-10,62,56,59.0,0,0,0,0.0,0.0,0.0,13,324,1.1635962157356492,POINT (-73.99123382568358 40.75000762939453),POINT (-73.98770141601561 40.76012420654297),129,Midtown South-Flatiron-Union Square,Manhattan,Hell's Kitchen,Manhattan
258,id1696276,1,2016-01-05 18:59:47,2016-01-05 19:10:29,3,-73.97223663330078,40.759552001953125,-73.95347595214845,40.77701187133789,N,642,2016-01-05,2016-01-05,51,45,48.0,0.16,0.0,0,0.16,0.0,0.0,18,282,2.5030698426461724,POINT (-73.97223663330078 40.759552001953125),POINT (-73.95347595214845 40.77701187133789),134,East Midtown-Turtle Bay,Manhattan,Upper East Side-Yorkville,Manhattan
259,id3908859,1,2016-03-05 00:01:24,2016-03-05 00:18:07,2,-73.96385955810547,40.76134490966797,-73.90904235839844,40.77166366577149,N,1003,2016-03-05,2016-03-05,56,51,53.5,0.61,0.0,0,0.61,0.0,0.0,0,391,4.756961801597063,POINT (-73.96385955810547 40.76134490966797),POINT (-73.90904235839844 40.77166366577149),139,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,Astoria (North)-Ditmars-Steinway,Queens
260,id1819147,2,2016-01-08 15:32:39,2016-01-08 15:42:49,1,-73.98553466796875,40.76783752441406,-73.99898529052734,40.753700256347656,N,610,2016-01-08,2016-01-08,80,69,74.5,T,0,0,0.05,0.0,0.0,15,370,1.9376625195614645,POINT (-73.98553466796875 40.76783752441406),POINT (-73.99898529052734 40.753700256347656),128,Hell's Kitchen,Manhattan,Chelsea-Hudson Yards,Manhattan
261,id1132903,1,2016-05-11 11:15:39,2016-05-11 11:48:35,1,-73.9602279663086,40.78125381469727,-73.97559356689453,40.758548736572266,N,1976,2016-05-11,2016-05-11,62,44,53.0,0,0,0,0.0,0.0,0.0,11,347,2.8369731526307143,POINT (-73.9602279663086 40.78125381469727),POINT (-73.97559356689453 40.758548736572266),140,Upper East Side-Carnegie Hill,Manhattan,Midtown-Times Square,Manhattan
262,id2920235,2,2016-06-05 01:00:29,2016-06-05 01:08:58,1,-74.00586700439453,40.74011993408203,-74.00402069091797,40.720890045166016,N,509,2016-06-05,2016-06-05,54,48,51.0,0.54,0.0,0,0.54,0.0,0.0,1,304,2.143918187051095,POINT (-74.00586700439453 40.74011993408203),POINT (-74.00402069091797 40.720890045166016),123,West Village,Manhattan,Tribeca-Civic Center,Manhattan
263,id2826811,2,2016-04-10 21:52:18,2016-04-10 22:02:53,1,-73.98215484619139,40.73186111450195,-73.95155334472656,40.77097702026367,N,635,2016-04-10,2016-04-10,69,60,64.5,0,0,0,0.0,0.0,0.0,21,340,5.055965231622799,POINT (-73.98215484619139 40.73186111450195),POINT (-73.95155334472656 40.77097702026367),132,Gramercy,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan
264,id0245800,2,2016-05-12 16:58:51,2016-05-12 17:23:41,5,-73.9744415283203,40.778026580810554,-73.98638153076173,40.753509521484375,N,1490,2016-05-12,2016-05-12,49,38,43.5,0.19,0,0,0.19,0.0,0.0,16,355,2.90571161039421,POINT (-73.9744415283203 40.778026580810554),POINT (-73.98638153076173 40.753509521484375),155,Central Park,Manhattan,Midtown-Times Square,Manhattan
265,id3404596,2,2016-03-02 08:56:29,2016-03-02 09:05:46,6,-73.98925018310547,40.75625991821289,-73.97212982177734,40.76340866088867,N,557,2016-03-02,2016-03-02,59,42,50.5,0.73,0.0,0,0.73,0.0,0.0,8,337,1.6465491474229308,POINT (-73.98925018310547 40.75625991821289),POINT (-73.97212982177734 40.76340866088867),130,Midtown-Times Square,Manhattan,Midtown-Times Square,Manhattan
266,id0937319,1,2016-02-09 23:27:59,2016-02-09 23:30:18,1,-73.96277618408203,40.775493621826165,-73.95108795166014,40.78605651855469,N,139,2016-02-09,2016-02-09,81,66,73.5,0,0,0,0.0,0.0,0.0,23,337,1.532337382683648,POINT (-73.96277618408203 40.775493621826165),POINT (-73.95108795166014 40.78605651855469),140,Upper East Side-Carnegie Hill,Manhattan,East Harlem (South),Manhattan
267,id1354053,1,2016-04-01 16:30:42,2016-04-01 16:33:12,2,-73.98716735839844,40.7210807800293,-73.98251342773438,40.71963119506836,N,150,2016-04-01,2016-04-01,36,14,25.0,0.00,0.0,0,0.0,0.0,0.0,16,348,0.4240395054819792,POINT (-73.98716735839844 40.7210807800293),POINT (-73.98251342773438 40.71963119506836),125,Lower East Side,Manhattan,Lower East Side,Manhattan
268,id1951436,2,2016-06-06 20:02:51,2016-06-06 20:27:37,2,-74.00760650634764,40.71268844604492,-73.94969940185547,40.67868041992188,N,1486,2016-06-06,2016-06-06,83,65,74.0,0.00,0.0,0,0.0,0.0,0.0,20,315,6.175199109113942,POINT (-74.00760650634764 40.71268844604492),POINT (-73.94969940185547 40.67868041992188),119,Tribeca-Civic Center,Manhattan,Bedford-Stuyvesant (West),Brooklyn
269,id0633954,1,2016-04-06 18:10:09,2016-04-06 18:42:34,1,-73.96748352050781,40.7626838684082,-74.00937652587889,40.746673583984375,N,1945,2016-04-06,2016-04-06,83,66,74.5,0.40,0.0,0,0.4,0.0,0.0,18,342,3.9523562129109044,POINT (-73.96748352050781 40.7626838684082),POINT (-74.00937652587889 40.746673583984375),140,Upper East Side-Carnegie Hill,Manhattan,Chelsea-Hudson Yards,Manhattan
270,id2584444,1,2016-04-09 18:03:15,2016-04-09 18:11:41,2,-73.95564270019531,40.80929183959961,-73.97240447998048,40.78634643554688,N,506,2016-04-09,2016-04-09,80,65,72.5,0,0,0,0.0,0.0,0.0,18,389,2.9155604793144336,POINT (-73.95564270019531 40.80929183959961),POINT (-73.97240447998048 40.78634643554688),142,Morningside Heights,Manhattan,Upper West Side (Central),Manhattan
271,id1818483,1,2016-05-11 00:42:26,2016-05-11 00:49:27,1,-73.98703765869139,40.73922348022461,-73.9776840209961,40.72575759887695,N,421,2016-05-11,2016-05-11,62,44,53.0,0,0,0,0.0,0.0,0.0,0,347,1.6920917231227641,POINT (-73.98703765869139 40.73922348022461),POINT (-73.9776840209961 40.72575759887695),132,Gramercy,Manhattan,East Village,Manhattan
272,id2704068,2,2016-03-05 23:39:44,2016-03-06 00:05:47,1,-73.97235870361328,40.76522064208984,-73.95523834228516,40.72008895874024,N,1563,2016-03-05,2016-03-05,56,51,53.5,0.61,0.0,0,0.61,0.0,0.0,23,391,5.221571363263462,POINT (-73.97235870361328 40.76522064208984),POINT (-73.95523834228516 40.72008895874024),155,Central Park,Manhattan,Williamsburg,Brooklyn
273,id0635524,2,2016-04-04 14:09:05,2016-04-04 14:33:20,1,-73.99176788330078,40.74917984008789,-73.96842193603516,40.760719299316406,N,1455,2016-04-04,2016-04-04,45,29,37.0,0.47,T,0,0.47,0.05,0.0,14,336,2.3480558935086857,POINT (-73.99176788330078 40.74917984008789),POINT (-73.96842193603516 40.760719299316406),129,Midtown South-Flatiron-Union Square,Manhattan,East Midtown-Turtle Bay,Manhattan
274,id2072841,2,2016-06-07 10:20:58,2016-06-07 10:43:56,1,-73.97927856445312,40.762481689453125,-73.99159240722656,40.75027847290039,N,1378,2016-06-07,2016-06-07,91,75,83.0,0,0,0,0.0,0.0,0.0,10,325,1.707931557363799,POINT (-73.97927856445312 40.762481689453125),POINT (-73.99159240722656 40.75027847290039),130,Midtown-Times Square,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
275,id3633511,1,2016-05-09 23:05:32,2016-05-09 23:17:00,1,-73.95641326904298,40.7713279724121,-73.97956848144531,40.73305892944336,N,688,2016-05-09,2016-05-09,84,65,74.5,0,0,0,0.0,0.0,0.0,23,281,4.681037361754167,POINT (-73.95641326904298 40.7713279724121),POINT (-73.97956848144531 40.73305892944336),139,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,Stuyvesant Town-Peter Cooper Village,Manhattan
276,id1922478,2,2016-04-05 13:18:31,2016-04-05 13:25:48,1,-73.9544448852539,40.82122039794922,-73.95278930664062,40.810791015625,N,437,2016-04-05,2016-04-05,52,48,50.0,0.01,0.0,0,0.01,0.0,0.0,13,372,1.1680334019509215,POINT (-73.9544448852539 40.82122039794922),POINT (-73.95278930664062 40.810791015625),143,Manhattanville-West Harlem,Manhattan,Morningside Heights,Manhattan
277,id1340693,1,2016-01-08 11:54:41,2016-01-08 11:58:10,1,-73.98497009277344,40.77424240112305,-73.98043060302734,40.78036880493164,N,209,2016-01-08,2016-01-08,80,69,74.5,T,0,0,0.05,0.0,0.0,11,370,0.7811358159739097,POINT (-73.98497009277344 40.77424240112305),POINT (-73.98043060302734 40.78036880493164),136,Upper West Side-Lincoln Square,Manhattan,Upper West Side (Central),Manhattan
278,id0461973,2,2016-02-11 12:08:38,2016-02-11 12:46:54,1,-73.98892211914062,40.736831665039055,-73.9826889038086,40.77692031860352,N,2296,2016-02-11,2016-02-11,70,54,62.0,0,0,0,0.0,0.0,0.0,12,358,4.488466143679567,POINT (-73.98892211914062 40.736831665039055),POINT (-73.9826889038086 40.77692031860352),129,Midtown South-Flatiron-Union Square,Manhattan,Upper West Side-Lincoln Square,Manhattan
279,id0620947,1,2016-06-04 17:36:32,2016-06-04 17:46:16,2,-73.95521545410156,40.78585433959961,-73.95439147949219,40.8009033203125,N,584,2016-06-04,2016-06-04,48,30,39.0,0.00,0.0,0,0.0,0.0,0.0,17,357,1.6748073231690999,POINT (-73.95521545410156 40.78585433959961),POINT (-73.95439147949219 40.8009033203125),140,Upper East Side-Carnegie Hill,Manhattan,Harlem (South),Manhattan
280,id2695306,1,2016-05-01 02:12:19,2016-05-01 02:15:53,1,-73.98111724853516,40.74442672729492,-73.97569274902342,40.7513542175293,N,214,2016-05-01,2016-05-01,29,11,20.0,0.00,0.0,0,0.0,0.0,0.0,2,365,0.8956435572293596,POINT (-73.98111724853516 40.74442672729492),POINT (-73.97569274902342 40.7513542175293),133,Murray Hill-Kips Bay,Manhattan,East Midtown-Turtle Bay,Manhattan
281,id0767781,1,2016-05-09 07:19:05,2016-05-09 07:28:54,1,-74.0002212524414,40.732818603515625,-73.98503875732422,40.7602767944336,N,589,2016-05-09,2016-05-09,84,65,74.5,0,0,0,0.0,0.0,0.0,7,281,3.3102781821041436,POINT (-74.0002212524414 40.732818603515625),POINT (-73.98503875732422 40.7602767944336),123,West Village,Manhattan,Midtown-Times Square,Manhattan
282,id1179349,1,2016-04-11 09:31:27,2016-04-11 09:47:43,2,-73.9716796875,40.755416870117195,-73.9871826171875,40.7603874206543,N,976,2016-04-11,2016-04-11,61,47,54.0,0,0,0,0.0,0.0,0.0,9,316,1.4179263854470254,POINT (-73.9716796875 40.755416870117195),POINT (-73.9871826171875 40.7603874206543),134,East Midtown-Turtle Bay,Manhattan,Midtown-Times Square,Manhattan
283,id0972813,2,2016-06-10 09:22:52,2016-06-10 09:45:43,1,-73.97766876220702,40.75217056274414,-73.87104034423827,40.774051666259766,N,1371,2016-06-10,2016-06-10,73,55,64.0,0,0,0,0.0,0.0,0.0,9,337,9.304089909499828,POINT (-73.97766876220702 40.75217056274414),POINT (-73.87104034423827 40.774051666259766),134,East Midtown-Turtle Bay,Manhattan,LaGuardia Airport,Queens
284,id1201454,2,2016-01-03 12:20:24,2016-01-03 12:23:23,1,-73.97238922119139,40.745262145996094,-73.96340942382812,40.75749588012695,N,179,2016-01-03,2016-01-03,52,39,45.5,0.00,0.0,0,0.0,0.0,0.0,12,276,1.556491264184568,POINT (-73.97238922119139 40.745262145996094),POINT (-73.96340942382812 40.75749588012695),133,Murray Hill-Kips Bay,Manhattan,East Midtown-Turtle Bay,Manhattan
285,id0923913,2,2016-06-03 16:22:45,2016-06-03 16:33:46,1,-73.9814224243164,40.76826858520508,-73.98104095458984,40.78215026855469,N,661,2016-06-03,2016-06-03,44,32,38.0,0.00,0.0,0,0.0,0.0,0.0,16,359,1.5439069539731447,POINT (-73.9814224243164 40.76826858520508),POINT (-73.98104095458984 40.78215026855469),155,Central Park,Manhattan,Upper West Side (Central),Manhattan
286,id1298927,2,2016-04-03 20:50:59,2016-04-03 20:58:45,1,-73.97881317138672,40.75873947143555,-73.98281860351561,40.74206161499024,N,466,2016-04-03,2016-04-03,39,30,34.5,0.11,0.4,T,0.11,0.4,0.05,20,316,1.884936753982026,POINT (-73.97881317138672 40.75873947143555),POINT (-73.98281860351561 40.74206161499024),130,Midtown-Times Square,Manhattan,Gramercy,Manhattan
287,id0983980,1,2016-06-04 18:24:14,2016-06-04 18:37:25,1,-73.9730224609375,40.75774765014648,-73.98301696777342,40.76122283935546,N,791,2016-06-04,2016-06-04,48,30,39.0,0.00,0.0,0,0.0,0.0,0.0,18,357,0.9262478740575629,POINT (-73.9730224609375 40.75774765014648),POINT (-73.98301696777342 40.76122283935546),134,East Midtown-Turtle Bay,Manhattan,Midtown-Times Square,Manhattan
288,id1714757,1,2016-04-03 23:16:41,2016-04-03 23:31:28,4,-73.98668670654298,40.75840759277344,-74.00504302978516,40.72372055053711,N,887,2016-04-03,2016-04-03,39,30,34.5,0.11,0.4,T,0.11,0.4,0.05,23,316,4.155511788057668,POINT (-73.98668670654298 40.75840759277344),POINT (-74.00504302978516 40.72372055053711),130,Midtown-Times Square,Manhattan,SoHo-Little Italy-Hudson Square,Manhattan
289,id1003405,2,2016-06-02 14:32:06,2016-06-02 14:46:23,6,-74.00103759765625,40.71870040893555,-74.00775146484375,40.72014236450195,N,857,2016-06-02,2016-06-02,40,30,35.0,0.00,0.0,0,0.0,0.0,0.0,14,314,0.588097787715667,POINT (-74.00103759765625 40.71870040893555),POINT (-74.00775146484375 40.72014236450195),119,Tribeca-Civic Center,Manhattan,Tribeca-Civic Center,Manhattan
290,id0885168,2,2016-06-02 21:44:30,2016-06-02 21:59:57,1,-73.9735336303711,40.75167846679688,-73.94882202148438,40.773868560791016,N,927,2016-06-02,2016-06-02,40,30,35.0,0.00,0.0,0,0.0,0.0,0.0,21,314,3.2279646392431953,POINT (-73.9735336303711 40.75167846679688),POINT (-73.94882202148438 40.773868560791016),133,Murray Hill-Kips Bay,Manhattan,Upper East Side-Yorkville,Manhattan
291,id3027389,1,2016-05-06 19:54:25,2016-05-06 19:59:28,1,-73.96877288818358,40.76124954223633,-73.97833251953125,40.76340103149414,N,303,2016-05-06,2016-05-06,71,65,68.0,0.91,0.0,0,0.91,0.0,0.0,19,369,0.8399202420956404,POINT (-73.96877288818358 40.76124954223633),POINT (-73.97833251953125 40.76340103149414),134,East Midtown-Turtle Bay,Manhattan,Midtown-Times Square,Manhattan
292,id2772572,1,2016-06-11 01:32:57,2016-06-11 01:46:11,1,-73.95046997070312,40.77958679199219,-73.89605712890625,40.81646347045898,N,794,2016-06-11,2016-06-11,59,45,52.0,0,0,0,0.0,0.0,0.0,1,337,6.14760840136158,POINT (-73.95046997070312 40.77958679199219),POINT (-73.89605712890625 40.81646347045898),141,Upper East Side-Yorkville,Manhattan,Hunts Point,Bronx
293,id1928326,1,2016-05-01 03:54:11,2016-05-01 03:58:07,1,-73.98554229736328,40.75265884399414,-73.99600219726561,40.75899124145508,N,236,2016-05-01,2016-05-01,29,11,20.0,0.00,0.0,0,0.0,0.0,0.0,3,365,1.1278415757283464,POINT (-73.98554229736328 40.75265884399414),POINT (-73.99600219726561 40.75899124145508),130,Midtown-Times Square,Manhattan,Chelsea-Hudson Yards,Manhattan
294,id1887303,2,2016-01-05 21:25:54,2016-01-05 21:35:32,1,-73.9974365234375,40.71939849853516,-73.98135375976561,40.72480010986328,N,578,2016-01-05,2016-01-05,51,45,48.0,0.16,0.0,0,0.16,0.0,0.0,21,282,1.4824642260419065,POINT (-73.9974365234375 40.71939849853516),POINT (-73.98135375976561 40.72480010986328),121,SoHo-Little Italy-Hudson Square,Manhattan,East Village,Manhattan
295,id1978546,2,2016-03-06 14:34:05,2016-03-06 14:45:09,1,-73.96217346191406,40.77899169921875,-73.98809814453125,40.77699661254882,N,664,2016-03-06,2016-03-06,70,63,66.5,0.04,0.0,0,0.04,0.0,0.0,14,345,2.194151509921026,POINT (-73.96217346191406 40.77899169921875),POINT (-73.98809814453125 40.77699661254882),140,Upper East Side-Carnegie Hill,Manhattan,Upper West Side-Lincoln Square,Manhattan
296,id3923685,1,2016-02-07 01:50:08,2016-02-07 02:01:50,1,-73.98590087890625,40.74698257446289,-74.00527954101561,40.71562957763672,N,702,2016-02-07,2016-02-07,76,63,69.5,0,0,0,0.0,0.0,0.0,1,333,3.849740287910387,POINT (-73.98590087890625 40.74698257446289),POINT (-74.00527954101561 40.71562957763672),129,Midtown South-Flatiron-Union Square,Manhattan,Tribeca-Civic Center,Manhattan
297,id1683694,1,2016-05-07 23:43:48,2016-05-07 23:50:56,3,-73.98825073242188,40.727832794189446,-73.97607421875,40.740272521972656,N,428,2016-05-07,2016-05-07,86,69,77.5,0.66,0,0,0.66,0.0,0.0,23,407,1.7221902631520092,POINT (-73.98825073242188 40.727832794189446),POINT (-73.97607421875 40.740272521972656),126,East Village,Manhattan,Murray Hill-Kips Bay,Manhattan
298,id0136242,1,2016-01-11 10:58:10,2016-01-11 11:10:02,1,-73.96550750732422,40.75912857055664,-73.988037109375,40.76043701171875,N,712,2016-01-11,2016-01-11,58,40,49.0,0,0,0,0.0,0.0,0.0,10,287,1.903124980072888,POINT (-73.96550750732422 40.75912857055664),POINT (-73.988037109375 40.76043701171875),134,East Midtown-Turtle Bay,Manhattan,Hell's Kitchen,Manhattan
299,id0408653,1,2016-03-10 22:43:50,2016-03-10 23:07:28,1,-73.98360443115233,40.72679901123047,-73.91761016845702,40.70514678955078,N,1418,2016-03-10,2016-03-10,72,60,66.0,0,0,0,0.0,0.0,0.0,22,375,6.0607566161724185,POINT (-73.98360443115233 40.72679901123047),POINT (-73.91761016845702 40.70514678955078),126,East Village,Manhattan,Bushwick (West),Brooklyn
300,id2024551,2,2016-02-05 09:33:40,2016-02-05 09:50:57,1,-73.99183654785155,40.73119354248047,-73.98497009277344,40.74781799316406,N,1037,2016-02-05,2016-02-05,60,45,52.5,0.04,0.0,0,0.04,0.0,0.0,9,337,1.9369616112140544,POINT (-73.99183654785155 40.73119354248047),POINT (-73.98497009277344 40.74781799316406),122,Greenwich Village,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
301,id2062480,2,2016-02-04 20:38:48,2016-02-04 21:10:09,1,-73.9778823852539,40.72600555419922,-73.98873901367188,40.774238586425774,N,1881,2016-02-04,2016-02-04,61,49,55.0,0.16,0.0,0,0.16,0.0,0.0,20,348,5.440681752577051,POINT (-73.9778823852539 40.72600555419922),POINT (-73.98873901367188 40.774238586425774),126,East Village,Manhattan,Upper West Side-Lincoln Square,Manhattan
302,id0984462,1,2016-03-09 14:47:00,2016-03-09 14:56:05,1,-73.99243927001953,40.74534225463867,-73.98643493652342,40.73983001708984,N,545,2016-03-09,2016-03-09,75,66,70.5,0,0,0,0.0,0.0,0.0,14,304,0.7947116323602548,POINT (-73.99243927001953 40.74534225463867),POINT (-73.98643493652342 40.73983001708984),129,Midtown South-Flatiron-Union Square,Manhattan,Gramercy,Manhattan
303,id0129235,1,2016-03-05 13:05:48,2016-03-05 13:16:56,2,-73.97261047363281,40.67742156982422,-73.9729232788086,40.65258407592773,N,668,2016-03-05,2016-03-05,56,51,53.5,0.61,0.0,0,0.61,0.0,0.0,13,391,2.7619293301299566,POINT (-73.97261047363281 40.67742156982422),POINT (-73.9729232788086 40.65258407592773),26,Prospect Heights,Brooklyn,Windsor Terrace-South Slope,Brooklyn
304,id0183040,2,2016-06-04 23:41:59,2016-06-04 23:50:08,2,-73.99432373046875,40.7506217956543,-73.98596954345702,40.76775360107422,N,489,2016-06-04,2016-06-04,48,30,39.0,0.00,0.0,0,0.0,0.0,0.0,23,357,2.030767338856453,POINT (-73.99432373046875 40.7506217956543),POINT (-73.98596954345702 40.76775360107422),129,Midtown South-Flatiron-Union Square,Manhattan,Hell's Kitchen,Manhattan
305,id3967576,1,2016-04-07 04:09:50,2016-04-07 04:17:09,1,-73.9964370727539,40.73782730102539,-73.98809051513672,40.76887893676758,N,439,2016-04-07,2016-04-07,84,66,75.0,0.49,0,0,0.49,0.0,0.0,4,418,3.5236356976994396,POINT (-73.9964370727539 40.73782730102539),POINT (-73.98809051513672 40.76887893676758),129,Midtown South-Flatiron-Union Square,Manhattan,Hell's Kitchen,Manhattan
306,id1497574,2,2016-03-01 18:42:04,2016-03-01 18:46:30,6,-73.9533920288086,40.782539367675774,-73.94916534423827,40.776885986328125,N,266,2016-03-01,2016-03-01,45,35,40.0,0.00,0.0,0,0.0,0.0,0.0,18,316,0.7223759036732565,POINT (-73.9533920288086 40.782539367675774),POINT (-73.94916534423827 40.776885986328125),140,Upper East Side-Carnegie Hill,Manhattan,Upper East Side-Yorkville,Manhattan
307,id3147615,2,2016-05-10 16:57:51,2016-05-10 17:04:05,3,-73.98612213134764,40.740379333496094,-73.97258758544923,40.74671936035156,N,374,2016-05-10,2016-05-10,67,53,60.0,0,0,0,0.0,0.0,0.0,16,317,1.3405629081750943,POINT (-73.98612213134764 40.740379333496094),POINT (-73.97258758544923 40.74671936035156),132,Gramercy,Manhattan,Murray Hill-Kips Bay,Manhattan
308,id3461680,2,2016-06-01 12:03:54,2016-06-01 12:36:32,1,-73.9939193725586,40.74568176269531,-73.87319946289062,40.77436065673828,N,1958,2016-06-01,2016-06-01,41,25,33.0,0.00,0.0,0,0.0,0.0,0.0,12,348,10.655955259869543,POINT (-73.9939193725586 40.74568176269531),POINT (-73.87319946289062 40.77436065673828),127,Chelsea-Hudson Yards,Manhattan,LaGuardia Airport,Queens
309,id1920009,1,2016-03-07 18:56:40,2016-03-07 19:14:48,1,-73.99036407470702,40.75248336791992,-73.95858764648438,40.76879119873047,N,1088,2016-03-07,2016-03-07,78,64,71.0,0,0,0,0.0,0.0,0.0,18,308,3.2328005525382673,POINT (-73.99036407470702 40.75248336791992),POINT (-73.95858764648438 40.76879119873047),130,Midtown-Times Square,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan
310,id0498324,1,2016-06-05 15:19:20,2016-06-05 15:31:51,1,-73.97307586669923,40.74877166748047,-73.97781372070312,40.75463104248047,N,751,2016-06-05,2016-06-05,54,48,51.0,0.54,0.0,0,0.54,0.0,0.0,15,304,0.7640491755283015,POINT (-73.97307586669923 40.74877166748047),POINT (-73.97781372070312 40.75463104248047),133,Murray Hill-Kips Bay,Manhattan,Midtown-Times Square,Manhattan
311,id3452332,2,2016-06-06 18:59:01,2016-06-06 19:10:03,1,-73.98533630371094,40.758499145507805,-73.9873504638672,40.74160003662109,N,662,2016-06-06,2016-06-06,83,65,74.0,0.00,0.0,0,0.0,0.0,0.0,18,315,1.886739439728511,POINT (-73.98533630371094 40.758499145507805),POINT (-73.9873504638672 40.74160003662109),130,Midtown-Times Square,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
312,id2598729,2,2016-03-05 17:47:21,2016-03-05 17:51:53,1,-73.9475326538086,40.77534103393555,-73.9452896118164,40.78596115112305,N,272,2016-03-05,2016-03-05,56,51,53.5,0.61,0.0,0,0.61,0.0,0.0,17,391,1.19590997950511,POINT (-73.9475326538086 40.77534103393555),POINT (-73.9452896118164 40.78596115112305),141,Upper East Side-Yorkville,Manhattan,East Harlem (South),Manhattan
313,id2762003,2,2016-05-01 11:22:52,2016-05-01 11:32:27,5,-73.96861267089844,40.754661560058594,-73.98320007324217,40.72254943847656,N,575,2016-05-01,2016-05-01,29,11,20.0,0.00,0.0,0,0.0,0.0,0.0,11,365,3.776296108987483,POINT (-73.96861267089844 40.754661560058594),POINT (-73.98320007324217 40.72254943847656),134,East Midtown-Turtle Bay,Manhattan,East Village,Manhattan
314,id3602048,1,2016-01-02 09:05:44,2016-01-02 09:21:55,1,-74.00737762451173,40.707904815673835,-73.96336364746092,40.77511215209961,N,971,2016-01-02,2016-01-02,59,44,51.5,0.01,0.0,2,0.01,0.0,2.0,9,268,8.342506431116854,POINT (-74.00737762451173 40.707904815673835),POINT (-73.96336364746092 40.77511215209961),118,Financial District-Battery Park City,Manhattan,Upper East Side-Carnegie Hill,Manhattan
315,id1454947,1,2016-06-04 23:43:59,2016-06-04 23:51:34,1,-73.9725570678711,40.760135650634766,-73.98609161376953,40.762451171875,N,455,2016-06-04,2016-06-04,48,30,39.0,0.00,0.0,0,0.0,0.0,0.0,23,357,1.1686372438441515,POINT (-73.9725570678711 40.760135650634766),POINT (-73.98609161376953 40.762451171875),130,Midtown-Times Square,Manhattan,Hell's Kitchen,Manhattan
316,id1447105,1,2016-02-01 14:43:00,2016-02-01 14:52:09,1,-73.97441864013672,40.749114990234375,-73.98345184326173,40.72638320922852,N,549,2016-02-01,2016-02-01,40,32,36.0,0.00,0.0,0,0.0,0.0,0.0,14,284,2.6397521776056387,POINT (-73.97441864013672 40.749114990234375),POINT (-73.98345184326173 40.72638320922852),133,Murray Hill-Kips Bay,Manhattan,East Village,Manhattan
